lon,lat,tile_ID,comm_ID,geometry
114.156282595,22.5457502082,308,-1.0,"POLYGON ((114.151439709186 22.5463957249217,114.151483147202 22.548307000168,114.151486999725 22.548307000168,114.15149099991 22.5483060001218,114.151494000048 22.5483060001218,114.151496999287 22.5483060001218,114.151499999425 22.5483050000757,114.151502999564 22.5483050000757,114.151505999702 22.5483040000296,114.151507999794 22.5483040000296,114.151510999933 22.5483029999834,114.151511999979 22.5483029999834,114.151513999172 22.5483019999374,114.151514999218 22.5483019999374,114.151515999264 22.5483009998913,114.151517999356 22.5482999998452,114.151518999402 22.5482999998452,114.151519999449 22.5482999998452,114.151520999495 22.5482989997991,114.151521999541 22.5482989997991,114.151522999587 22.5482989997991,114.151523999633 22.5482979997529,114.151524999679 22.5482979997529,114.151525999725 22.5482979997529,114.151526999771 22.5482979997529,114.151527999817 22.5482969997068,114.151528999864 22.5482969997068,114.1515299999 22.5482959996607,114.151530999956 22.5482950005139,114.151532 22.5482950005139,114.151533000048 22.5482940004678,114.151533999195 22.5482940004678,114.151534999241 22.5482930004216,114.151535999287 22.5482930004216,114.151536999333 22.5482920003756,114.151537999379 22.5482920003756,114.151539999471 22.5482910003295,114.151540999518 22.5482910003295,114.15154299961 22.5482900002833,114.151544999702 22.5482890002372,114.15154799984 22.5482870001449,114.151550999979 22.5482860000988,114.151554999264 22.5482829999605,114.151558999448 22.5482799998222,114.151562999633 22.5482769996838,114.151567999863 22.5482740004448,114.151572000048 22.5482700002603,114.151576999379 22.548267000122,114.151579999517 22.5482629999375,114.151583999702 22.5482599997992,114.151585999794 22.5482569996609,114.151588999932 22.5482540004218,114.151589999979 22.5482520003296,114.151591000025 22.5482490001913,114.151591999172 22.548247000099,114.151592999218 22.5482450000068,114.151593999264 22.5482429999145,114.151593999264 22.5482409998224,114.15159499931 22.5482399997763,114.15159499931 22.548237999684,114.151595999356 22.5482369996379,114.151596999402 22.5482350004449,114.151596999402 22.5482340003988,114.151597999448 22.5482320003066,114.151598999494 22.5482290001683,114.15159999954 22.5482260000299,114.151600999587 22.5482229998916,114.151601999633 22.5482189997071,114.151603999725 22.5482140003759,114.151604999771 22.5482100001914,114.151606999863 22.5482049999609,114.151607999909 22.5481999997302,114.15161 22.548195000399,114.151611000048 22.5481900001684,114.151612999241 22.548185999984,114.151614999333 22.5481809997534,114.151616999425 22.5481760004221,114.151618999517 22.5481710001916,114.151621999656 22.5481649999149,114.151624999794 22.5481589996382,114.151627999932 22.5481520002147,114.151631999217 22.5481449998919,114.151636999448 22.5481360003762,114.151641999679 22.5481269999612,114.151646999909 22.5481180004454,114.151652999287 22.5481079999843,114.151657999517 22.5480980004225,114.151663999794 22.5480890000074,114.151669000024 22.5480809996385,114.15167299931 22.5480730001689,114.151676999494 22.5480669998922,114.151679999632 22.5480619996616,114.151682999771 22.5480580003764,114.151685999909 22.548054000192,114.151689000047 22.5480510000536,114.151691999286 22.5480469998692,114.151695999471 22.5480439997308,114.151699999655 22.5480400004457,114.151704999886 22.5480360002613,114.151709999217 22.5480320000768,114.151715999494 22.5480269998462,114.151721999771 22.5480210004689,114.151728000047 22.5480160002382,114.151733999425 22.5480099999616,114.151739999701 22.548004999731,114.151747000024 22.5479990003536,114.151751999355 22.5479930000769,114.151757999632 22.5479879998464,114.151762999863 22.5479830005151,114.151767999194 22.5479780002846,114.151772999424 22.5479730000539,114.151776999609 22.5479679998234,114.151780999793 22.5479630004921,114.151784999978 22.5479590003077,114.151787999217 22.5479540000771,114.151791999401 22.5479499998926,114.151793999494 22.5479459997082,114.151796999632 22.547942000423,114.151798999724 22.5479390002847,114.151800999816 22.5479350001002,114.151802999909 22.5479319999619,114.151803999955 22.5479299998696,114.151806000047 22.5479269997314,114.151806999194 22.5479249996391,114.151806999194 22.5479240004923,114.15180799924 22.5479220004,114.151808999286 22.5479200003078,114.151808999286 22.5479190002617,114.151809999332 22.5479170001695,114.151810999378 22.5479150000772,114.151811999424 22.547912999985,114.15181299947 22.5479109998927,114.151813999517 22.5479079997545,114.151815999609 22.5479059996622,114.151817999701 22.5479030004231,114.151818999747 22.5479000002848,114.151820999839 22.5478980001926,114.151822999932 22.5478950000542,114.151825000024 22.547891999916,114.151826999217 22.5478899998237,114.151829999355 22.5478869996853,114.151831999447 22.5478840004462,114.151833999539 22.5478820003541,114.151835999632 22.5478790002157,114.151837999724 22.5478760000774,114.151839999816 22.5478729999391,114.151841999908 22.5478699998007,114.151844 22.5478669996624,114.151845999194 22.5478640004233,114.151847999286 22.5478600002388,114.151849999378 22.5478560000545,114.151852999516 22.54785199987,114.151855999655 22.5478469996394,114.151859999839 22.547841000262,114.151864000024 22.5478349999853,114.151868999355 22.5478279996625,114.151873999585 22.5478200001929,114.151878999816 22.5478129998701,114.151884000047 22.5478050004005,114.151888999378 22.5477980000777,114.151893999608 22.5477909997549,114.151897999793 22.5477850003776,114.151900999931 22.5477800001469,114.15190400007 22.5477749999164,114.151906999309 22.5477709997319,114.151908999401 22.5477680004929,114.151909999447 22.5477650003546,114.151911999539 22.5477610001701,114.151912999585 22.5477580000317,114.151914999678 22.5477549998933,114.15191699977 22.5477509997089,114.151918999862 22.5477470004238,114.151922 22.5477430002394,114.151923999193 22.5477390000548,114.151926999332 22.5477339998243,114.151928999424 22.5477299996398,114.151931999562 22.5477250003086,114.151933999654 22.547720000078,114.151935999747 22.5477159998935,114.151937999839 22.547710999663,114.151939999931 22.5477070003779,114.151942000023 22.5477030001933,114.151943999216 22.5476990000089,114.151945999308 22.5476949998244,114.151946999355 22.54769099964,114.151947999401 22.5476870003548,114.151949999493 22.5476830001704,114.151950999539 22.547680000032,114.151950999539 22.5476759998475,114.151951999585 22.5476729997092,114.151952999631 22.5476690004241,114.151952999631 22.5476660002857,114.151953999677 22.5476630001474,114.151953999677 22.54766,114.151953999677 22.5476559998246,114.151953999677 22.5476529996862,114.151953999677 22.5476490004011,114.151953999677 22.5476440001705,114.151954999724 22.5476379998938,114.151954999724 22.5476310004703,114.151954999724 22.5476220000553,114.15195599977 22.5476120004935,114.15195599977 22.5475999999401,114.151956999816 22.5475860001938,114.151957999862 22.5475710004013,114.151958999908 22.5475540005167,114.151959999954 22.5475369997328,114.151961 22.5475199998482,114.151962000046 22.5475019999174,114.151962999193 22.5474839999866,114.151962999193 22.547467000102,114.151963999239 22.5474500002174,114.151963999239 22.5474340003789,114.151964999285 22.547417999641,114.151964999285 22.5474019998025,114.151965999331 22.547385999964,114.151966999378 22.5473710001715,114.151967999424 22.5473560003792,114.151967999424 22.5473500001025,114.15196899947 22.5473409996874,114.151969999516 22.547325999895,114.151971999608 22.5473110001026,114.1519739997 22.5472970003563,114.151974999746 22.5472819996646,114.151976999839 22.5472679999183,114.151977999885 22.5472550002181,114.151978999931 22.5472410004718,114.151979999977 22.5472279998724,114.151981000023 22.5472150001721,114.151981000023 22.547202000472,114.151982000069 22.5471889998725,114.151982000069 22.5471760001723,114.151981000023 22.5471640005182,114.151981000023 22.5471519999649,114.151979999977 22.5471390002647,114.151978999931 22.5471269997114,114.151977999885 22.5471150000573,114.151975999793 22.5471020003571,114.1519739997 22.5470899998037,114.151971999608 22.5470780001496,114.15196899947 22.5470650004495,114.151965999331 22.5470529998961,114.151962000046 22.5470400001959,114.151957999862 22.5470270004958,114.151952999631 22.5470139998962,114.151946999355 22.5470020002422,114.151942000023 22.5469899996887,114.151936999793 22.5469780000347,114.151930999516 22.5469670004268,114.151926999332 22.5469569999656,114.151922 22.546949000496,114.151917999816 22.5469410001271,114.151914999678 22.5469349998504,114.151910999493 22.546929000473,114.151907999355 22.5469240002425,114.151904999216 22.5469179999658,114.151901999977 22.5469129997352,114.151897999793 22.546908000404,114.151893999608 22.5469020001272,114.151888999378 22.5468949998044,114.151883 22.5468870003348,114.151876999724 22.5468789999659,114.151870999447 22.5468700004502,114.151864000024 22.5468610000352,114.151856999701 22.5468520005194,114.151849999378 22.5468430001044,114.151844 22.5468349997355,114.151836999678 22.5468270002659,114.151830999401 22.5468199999431,114.151825000024 22.5468130005195,114.151818999747 22.5468050001507,114.15181299947 22.5467979998279,114.151806999194 22.5467910004044,114.151800999816 22.5467830000355,114.15179499954 22.5467749996665,114.151788999263 22.546767000197,114.15178199984 22.5467569997358,114.151773999471 22.5467460001279,114.151763999909 22.5467330004277,114.151752999401 22.546718999782,114.151738999655 22.5467009998513,114.151721999771 22.5466809998283,114.151701999747 22.5466569996209,114.15167799954 22.5466300001744,114.151650999194 22.5465999996903,114.151620999609 22.5465690000594,114.151589999979 22.5465360003361,114.151557999402 22.5465029997137,114.151525999725 22.5464720000828,114.151494000048 22.546442000498,114.151462999518 22.5464150001522,114.151439709186 22.5463957249217))"
114.22425556,22.5444008614,309,16.0,"POLYGON ((114.22921561 22.5488131820001,114.229124242388 22.5448896130438,114.228389000052 22.5443829999756,114.228240999523 22.5442809997684,114.228234999246 22.5442770004833,114.228224999684 22.5442700001605,114.227947999501 22.544091,114.227881 22.5440590003227,114.227831999547 22.5440350001153,114.227669999271 22.5439879997464,114.227573999341 22.5439750000463,114.227448999872 22.543972999954,114.227302999434 22.5439919999309,114.227093999688 22.5440390002997,114.22694299992 22.5440730000689,114.226834999436 22.544102000507,114.226661720762 22.5441582710874,114.226640999483 22.544164999815,114.226597999298 22.5441780004144,114.226576999229 22.5441849998379,114.226525999575 22.5442019997226,114.226447999576 22.5442300001144,114.226432999783 22.5442360003911,114.226415999899 22.5442419997685,114.226403999345 22.5442459999529,114.226392999737 22.5442490000913,114.226391999691 22.5442500001374,114.226385999414 22.5442510001836,114.226380000037 22.5442530002758,114.226374999806 22.5442560004141,114.22636899953 22.5442580005064,114.226362999253 22.5442599996993,114.226357999922 22.5442619997915,114.226352999691 22.5442649999298,114.226346999415 22.5442680000682,114.226341999184 22.5442700001605,114.226335999807 22.5442740003449,114.22632999953 22.54427799963,114.226322999207 22.5442819998144,114.22631699983 22.5442880000912,114.226308999461 22.5442930003218,114.226302000037 22.5442989996991,114.226293999668 22.544306000022,114.226274999692 22.5443229999066,114.2262339996 22.5443639999987,114.226230999461 22.544367000137,114.226216999715 22.5443809998833,114.226208999346 22.5443900002984,114.226198999784 22.5443999998602,114.226178999761 22.5444209999292,114.226158999738 22.5444419999984,114.226141999853 22.5444599999291,114.226127000061 22.5444759997676,114.226113999462 22.5444900004132,114.2261039999 22.5445010000212,114.226095999531 22.5445100004362,114.2260909993 22.5445159998136,114.226088000061 22.54452,114.226085999969 22.5445230001364,114.226082999831 22.5445260002747,114.226080999738 22.5445300004592,114.226076999554 22.5445339997443,114.226075999508 22.5445349997904,114.226070999277 22.5445410000672,114.226069999231 22.5445420001132,114.226068000038 22.5445430001593,114.2260649999 22.5445470003439,114.226060999715 22.544550999629,114.226055999485 22.5445559998596,114.226050999254 22.544560000044,114.226045999923 22.5445640002285,114.226041999739 22.5445670003668,114.226036999508 22.5445700005052,114.226032999324 22.5445729997442,114.226031999277 22.5445729997442,114.226029000038 22.5445739997903,114.226024999854 22.5445759998826,114.226020999669 22.5445769999286,114.226017999531 22.5445779999747,114.226014999393 22.5445790000208,114.226011999254 22.544580000067,114.226010000061 22.5445810001131,114.226007999969 22.5445820001592,114.226006999923 22.5445830002054,114.226005999877 22.5445840002515,114.226004999831 22.5445840002515,114.226003999785 22.5445850002975,114.226002999739 22.5445860003437,114.226001999693 22.5445860003437,114.226000999646 22.5445860003437,114.226 22.5445870003898,114.225998999554 22.5445870003898,114.225996999462 22.5445870003898,114.225995999416 22.5445870003898,114.22599499937 22.5445870003898,114.225993999324 22.5445880004359,114.225991999231 22.5445890004821,114.225990999185 22.5445899996288,114.22598899999 22.5445909996749,114.225987999946 22.5445919997211,114.225985999854 22.5445939998133,114.225983999762 22.5445949998593,114.225982999716 22.5445959999055,114.225980999624 22.5445979999977,114.225979999577 22.5445990000439,114.225977999485 22.5446,114.225976999439 22.5446,114.225975999393 22.5446010001361,114.225974999347 22.5446010001361,114.225972999255 22.5446020001822,114.225971999208 22.5446020001822,114.225971000062 22.5446030002283,114.225968999969 22.5446040002744,114.225967999923 22.5446050003206,114.225965999831 22.5446060003667,114.225963999739 22.5446070004128,114.225962999693 22.5446090005051,114.2259609996 22.5446099996518,114.225958999508 22.544611999744,114.225956999416 22.5446129997901,114.225954999324 22.5446149998824,114.225952999232 22.5446169999746,114.22595 22.5446200001129,114.2259479999 22.5446220002052,114.225945999808 22.5446240002974,114.225940999578 22.5446289996287,114.225932999209 22.5446400001359,114.225921999601 22.5446559999744,114.225905999762 22.5446770000436,114.225886999785 22.5447030003433,114.225879999462 22.5447129999051,114.225863999624 22.5447350000203,114.225841999509 22.5447659996512,114.225836999278 22.5447719999279,114.225806999693 22.5448150001122,114.225775000016 22.5448590003426,114.225745999578 22.5449000004347,114.225731999832 22.5449200004577,114.225717999186 22.5449400004807,114.225698999209 22.5449669999272,114.225691999786 22.5449770003883,114.225667999579 22.5450120002037,114.225644999417 22.5450439998808,114.225641999279 22.5450500001575,114.225623999348 22.5450740003649,114.225605999417 22.5451019998575,114.225588999533 22.5451280001571,114.225584999348 22.5451330003877,114.225580000017 22.5451399998112,114.225572999694 22.5451510003184,114.22556 22.5451710003414,114.225548999487 22.5451890002722,114.225541000017 22.5452019999724,114.225538999925 22.5452040000645,114.225530999556 22.5452169997648,114.225524999279 22.5452270002259,114.22552200004 22.5452339996494,114.225518999902 22.5452399999261,114.225515999764 22.5452460002028,114.225513999671 22.5452520004795,114.225511999579 22.5452569998107,114.225509999487 22.5452620000413,114.225507999395 22.5452670002719,114.225506999349 22.5452720005024,114.225505999303 22.5452759997876,114.225504999256 22.5452810000182,114.22550399921 22.5452860002488,114.225503000063 22.5452900004332,114.225503000063 22.5452949997644,114.225503000063 22.5453,114.225502000017 22.5453060002718,114.225502000017 22.5453110005023,114.225502000017 22.5453169998796,114.225503000063 22.5453220001103,114.225503000063 22.5453270003408,114.22550399921 22.5453329997182,114.22550399921 22.5453339997643,114.22550399921 22.5453379999488,114.225504999256 22.5453430001793,114.225505999303 22.5453470003639,114.225506999349 22.5453519996951,114.225507999395 22.5453559998795,114.225509999487 22.5453630002024,114.225513999671 22.545371999718,114.225519999948 22.5453860003637,114.225526999372 22.5454030002483,114.225535999787 22.5454240003174,114.225545999349 22.5454479996255,114.225557999902 22.5454760000174,114.225571999648 22.5455069996484,114.225585999394 22.5455400002708,114.225590999625 22.5455499998327,114.2256 22.5455709999017,114.225605999417 22.5455859996942,114.225611999694 22.5455990002937,114.225613999786 22.545604999671,114.225622999302 22.5456259997401,114.225627999533 22.5456390003396,114.225632999763 22.5456509999937,114.225642999325 22.545674000155,114.225650999694 22.5456950002242,114.225658000017 22.545714000201,114.22566499944 22.5457310000857,114.225670999717 22.5457449998319,114.225675999948 22.5457580004315,114.225679999233 22.5457690000393,114.225682999371 22.5457770004083,114.225685999509 22.5457829997857,114.225686999555 22.5457880000162,114.225688999648 22.5457900001085,114.225688999648 22.5457910001546,114.225689999694 22.5457930002469,114.22569099974 22.5457960003851,114.225691999786 22.5457989996242,114.225692999832 22.5458029998087,114.225693999878 22.5458049999009,114.225694999924 22.5458080000392,114.225695999971 22.5458130002698,114.225698000063 22.5458199996933,114.225698999209 22.54582599997,114.225700999302 22.5458320002466,114.225701999348 22.5458370004773,114.225701999348 22.5458409997624,114.225702999394 22.5458449999469,114.225702999394 22.5458490001313,114.225702999394 22.5458510002235,114.225702999394 22.5458540003619,114.225701999348 22.545856000454,114.225701999348 22.545857999647,114.225701999348 22.5458599997393,114.225701999348 22.5458619998315,114.225701999348 22.5458639999238,114.225701999348 22.5458660000159,114.225702999394 22.5458680001081,114.225702999394 22.5458710002465,114.22570399944 22.5458730003387,114.22570399944 22.5458740003848,114.22570399944 22.5458750004309,114.22570399944 22.5458769996239,114.22570399944 22.54587799967,114.22570399944 22.5458799997623,114.22570399944 22.5458809998084,114.22570399944 22.5458829999005,114.22570399944 22.5458839999467,114.22570399944 22.5458849999928,114.22570399944 22.5458880001311,114.22570399944 22.5458920003156,114.225704999486 22.5458969996469,114.225705999532 22.5459029999235,114.225707999625 22.5459100002463,114.225707999625 22.5459110002925,114.225708999671 22.545918999762,114.225710999763 22.5459280001771,114.225713999901 22.5459379997389,114.22571599999 22.5459460001078,114.22571599999 22.545947000154,114.225717999186 22.5459559996697,114.225719999279 22.5459640000386,114.225722999417 22.5459720004075,114.225724999509 22.5459799998771,114.225726999601 22.5459870001999,114.22572999974 22.5459930004767,114.225731999832 22.545998999854,114.225733999924 22.5460050001307,114.225737000063 22.5460110004075,114.225738999255 22.5460159997386,114.225740999348 22.5460209999693,114.225741999394 22.5460220000153,114.225743999486 22.5460260001998,114.225745999578 22.5460300003842,114.22574799967 22.5460339996694,114.225750999809 22.5460389999,114.22575499999 22.5460460002228,114.225760999371 22.5460549997385,114.22576899974 22.5460650001996,114.225778999301 22.5460779998998,114.225787999716 22.5460900004532,114.225789999809 22.5460919996461,114.225802999509 22.5461080003839,114.225816999255 22.5461260003147,114.225831999947 22.5461450002916,114.225845999693 22.5461620001762,114.22585999944 22.5461790000608,114.225873000039 22.5461949998994,114.225884999693 22.5462089996457,114.225895999301 22.5462230002912,114.225906999808 22.5462359999915,114.225917999416 22.5462479996456,114.225928999923 22.5462600001989,114.225931000016 22.5462630003373,114.225941999624 22.5462749999912,114.225958999508 22.5462939999681,114.225975999393 22.5463109998528,114.225996999462 22.5463319999219,114.226018999577 22.5463560001294,114.226044999877 22.5463820004291,114.226071999323 22.5464099999216,114.226098999669 22.5464380003136,114.226123999923 22.5464629996678,114.22614499999 22.546484999783,114.226146000038 22.5464869998752,114.226152999461 22.546494000198,114.226165000015 22.5465069998982,114.226181999899 22.5465259998751,114.226182999946 22.5465279999673,114.226188999323 22.546534000244,114.226195999646 22.5465419997136,114.226206999254 22.5465560003592,114.226215999669 22.5465680000133,114.226224000038 22.5465789996212,114.226232999553 22.5465930002668,114.226244999207 22.5466080000592,114.226257999807 22.5466259999899,114.226273999645 22.5466460000129,114.22629099953 22.5466680001281,114.226308999461 22.5466920003356,114.22632999953 22.546718999782,114.226338999945 22.5467300002894,114.226338999945 22.5467310003355,114.226350999599 22.5467460001279,114.226372999714 22.5467740005198,114.22639499983 22.5468009999663,114.226395999876 22.5468009999663,114.22641799999 22.5468290003582,114.226427999553 22.5468420000583,114.226440999253 22.5468569998507,114.226463999414 22.5468850002426,114.226487999622 22.5469129997352,114.226511999829 22.5469420001732,114.22653499999 22.546969000519,114.226555000013 22.5469929998271,114.226558999298 22.5469980000577,114.226559999345 22.5469990001038,114.22657399999 22.5470159999884,114.226584999598 22.5470289996886,114.226592999967 22.5470400001959,114.226600999437 22.5470489997116,114.226608999806 22.5470630003573,114.226611999944 22.5470679996884,114.226618999367 22.5470780001496,114.226624999644 22.5470869996653,114.226629999875 22.5471000002649,114.226639999437 22.547121000334,114.226653000036 22.5471519999649,114.226661720762 22.5471732572401,114.226668999875 22.5471909999647,114.226689999944 22.5472390003796,114.226712999206 22.5472960003102,114.226739999551 22.5473619997566,114.22674799992 22.5473789996412,114.226752999252 22.5473930002868,114.226770999182 22.5474360004711,114.226773999321 22.5474429998946,114.226785999874 22.5474710002865,114.226801999713 22.5475110003324,114.226828000012 22.5475749996866,114.226850999274 22.5476300004243,114.226869999251 22.5476759998475,114.226882999851 22.547708000424,114.226884999943 22.547710999663,114.226894999505 22.5477369999626,114.226901999828 22.5477539998473,114.226904999966 22.5477590000779,114.226904999966 22.5477610001701,114.226906000012 22.5477630002623,114.226907000058 22.5477650003546,114.226907999205 22.5477660004007,114.226908999251 22.5477680004929,114.226909999297 22.5477689996397,114.226910999343 22.5477699996858,114.226911999389 22.5477709997319,114.226912999435 22.547771999778,114.226912999435 22.5477729998241,114.226913999482 22.5477739998702,114.226914999528 22.5477749999164,114.226915999574 22.5477770000086,114.22691699962 22.5477780000548,114.226917999666 22.5477800001469,114.226918999712 22.5477820002392,114.226918999712 22.5477840003314,114.226919999758 22.5477860004237,114.226920999804 22.5477880005158,114.22692199985 22.5477889996627,114.226922999897 22.5477909997549,114.226923999943 22.547791999801,114.226924999989 22.5477929998471,114.226926000035 22.5477939998933,114.226926999182 22.5477939998933,114.226927999228 22.5477949999394,114.226928999274 22.5477959999855,114.22692999932 22.5477970000316,114.226930999366 22.5477980000777,114.226931999412 22.5477990001238,114.226932999458 22.5478010002161,114.226935999597 22.5478070004927,114.226938999735 22.5478220002852,114.226961999896 22.5478420003081,114.226986999251 22.5478489997317,114.227026999297 22.5478550000083,114.22707799985 22.5478600002388,114.227208999596 22.5478630003772,114.227145999388 22.5478620003311,114.22707799985 22.5478600002388,114.227091999596 22.5478620003311,114.227143999296 22.5478739999852,114.227172999734 22.5479030004231,114.227180999204 22.5479319999619,114.227180999204 22.547933,114.227182999296 22.5479720000078,114.22716899955 22.5479709999617,114.227123999273 22.5479760001923,114.227079999942 22.5479800003767,114.22701299955 22.5479889998925,114.226977999735 22.5479940001231,114.226957999712 22.5479990003536,114.226946000058 22.5480010004459,114.226932999458 22.5480039996849,114.226914999528 22.5480079998693,114.226897999643 22.5480110000077,114.226881999804 22.5480150001921,114.226867000012 22.5480190003766,114.226852999366 22.5480229996618,114.226839999666 22.5480269998462,114.226826999966 22.5480310000307,114.22681299932 22.5480350002151,114.22679999962 22.5480390003997,114.226785999874 22.5480439997308,114.226771999228 22.5480489999615,114.226756999436 22.548054000192,114.226741999644 22.5480600004687,114.226725999805 22.5480649998,114.226711000013 22.5480710000766,114.226694999275 22.5480770003533,114.226679999482 22.5480839997768,114.226663999644 22.5480900000535,114.226661720762 22.5480910639515,114.226648999851 22.5480970003764,114.226634000059 22.5481029997536,114.226617999321 22.5481100000765,114.226602999529 22.5481170003994,114.226587999736 22.5481239998228,114.22657399999 22.5481310001456,114.226558999298 22.5481390005145,114.226544999552 22.548145999938,114.226530999806 22.5481530002609,114.22651700006 22.5481609997304,114.22650399946 22.5481680000533,114.22649099976 22.548175000376,114.226478999207 22.5481829998456,114.226466999553 22.5481900001684,114.226455999945 22.5481970004912,114.226444999437 22.5482039999148,114.226433999829 22.5482100001914,114.226423999368 22.5482170005142,114.226413999806 22.5482239999377,114.226403999345 22.5482310002605,114.226393999783 22.5482389997302,114.226382999276 22.548247000099,114.226371999668 22.5482560005141,114.226360000014 22.5482650000298,114.226346999415 22.5482750004909,114.226333999714 22.5482850000527,114.226319999968 22.5482959996607,114.226305999322 22.548307000168,114.226291999576 22.5483179997759,114.22627799983 22.5483290002831,114.226263999184 22.548338999845,114.226249999438 22.5483500003523,114.226235999692 22.5483599999141,114.22622299999 22.5483700003753,114.226209999392 22.548378999891,114.226197999738 22.5483880003061,114.226186999231 22.5483959997756,114.226176999669 22.5484040001446,114.226167999254 22.5484100004213,114.226159999784 22.5484159997986,114.226152999461 22.5484210000292,114.226146999185 22.5484260002598,114.226141999853 22.5484300004443,114.226136999623 22.5484339997293,114.226132999438 22.5484379999138,114.226128999254 22.5484420000982,114.226124999969 22.5484460002828,114.226119999738 22.5484500004672,114.226115999554 22.5484549997985,114.226110999323 22.548460000029,114.22610599999 22.5484650002597,114.226100999761 22.5484700004902,114.226094999485 22.5484759998676,114.226088999208 22.5484830001904,114.226082999831 22.5484900005132,114.226075999508 22.5484979999828,114.226068999185 22.5485070003978,114.226059999669 22.5485180000058,114.226049999208 22.5485309997059,114.226037999554 22.5485470004437,114.226022999762 22.5485660004206,114.226005999877 22.5485899997288,114.2259869999 22.5486180001206,114.225963999739 22.5486509998438,114.225937999439 22.5486879997514,114.225909999947 22.5487289998435,114.225880999509 22.5487709999818,114.22585199997 22.5488140001661,114.225822999532 22.5488560003042,114.225805509825 22.5488816107544,114.22921561 22.5488131820001))"
114.233965559,22.5442057597,310,16.0,"POLYGON ((114.232388577687 22.5487493201379,114.232297999553 22.5486800002818,114.232221999646 22.5486309998209,114.23214799983 22.5485860004436,114.232050999854 22.548529000513,114.231996000015 22.548500000075,114.231841999209 22.5484290003981,114.231705999233 22.5483700003753,114.231122999327 22.5480990004686,114.231092999742 22.5480980004225,114.23106499935 22.5478580001466,114.231056999881 22.5477689996397,114.23094300002 22.5473609997104,114.230934999651 22.5473310001256,114.230885000043 22.5470990002188,114.23085199942 22.5466419998284,114.23070900002 22.5464879999213,114.230567999813 22.5460589999229,114.230519999399 22.5459769997388,114.230416 22.5458280000622,114.230284999353 22.5456920000858,114.230158999838 22.5455919999709,114.229570999702 22.5451949996496,114.229402 22.5450809997884,114.229124242388 22.5448896130438,114.22921561 22.5488131820001,114.232388577687 22.5487493201379))"
114.476679894,22.5391383337,311,-1.0,"POLYGON ((114.481646672 22.543541893,114.481535137406 22.5390991655821,114.481195999496 22.539343999626,114.480925999635 22.5395389996251,114.478558999298 22.5395079999943,114.477470999487 22.5402930002218,114.476741920004 22.5414722191676,114.476367999883 22.5420769997538,114.478932999458 22.5433079998643,114.478891999366 22.5434670000021,114.478857463733 22.5436022440222,114.481646672 22.543541893))"
114.486387004,22.5389280448,312,15.0,"POLYGON ((114.491354039 22.543331266,114.491127033 22.5343141450001,114.485854033836 22.5344285135559,114.486322999407 22.5355150002171,114.486364999545 22.5356130002398,114.485569999756 22.5359700005151,114.48506499985 22.5361960001454,114.483770999532 22.5363790004905,114.483101999258 22.5379680000233,114.481535137406 22.5390991655821,114.481646672 22.543541893,114.491354039 22.543331266))"
114.496093999,22.5387171719,313,15.0,"POLYGON ((114.501061291 22.543120054,114.500833657 22.534103027,114.491127033 22.5343141450001,114.491354039 22.543331266,114.501061291 22.543120054))"
114.505800879,22.5385057154,314,15.0,"POLYGON ((114.510768426 22.5429082590001,114.510540164 22.5338913260001,114.500833657 22.534103027,114.501061291 22.543120054,114.510768426 22.5429082590001))"
114.515507642,22.5382936754,315,-1.0,"POLYGON ((114.520475445 22.54269588,114.520246555 22.533679041,114.510540164 22.5338913260001,114.510768426 22.5429082590001,114.520475445 22.54269588))"
114.525214289,22.5380810519,316,23.0,"POLYGON ((114.530182348 22.5424829180001,114.52995283 22.533466173,114.520246555 22.533679041,114.520475445 22.54269588,114.530182348 22.5424829180001))"
114.534920819,22.5378678446,317,22.0,"POLYGON ((114.539889133 22.542269371,114.539658988 22.533252721,114.52995283 22.533466173,114.530182348 22.5424829180001,114.539889133 22.542269371))"
114.544627232,22.5376540535,318,15.0,"POLYGON ((114.549595802 22.542055241,114.549365028 22.5330386850001,114.539658988 22.533252721,114.539889133 22.542269371,114.549595802 22.542055241))"
114.554333527,22.5374396789,319,15.0,"POLYGON ((114.559302353 22.541840527,114.559070951 22.5328240670001,114.549365028 22.5330386850001,114.549595802 22.542055241,114.559302353 22.541840527))"
114.564039706,22.5372247211,320,-1.0,"POLYGON ((114.569008786 22.54162523,114.568776757 22.532608865,114.559070951 22.5328240670001,114.559302353 22.541840527,114.569008786 22.54162523))"
114.573745766,22.5370091794,321,-1.0,"POLYGON ((114.578715101 22.5414093480001,114.578482444 22.532393079,114.568776757 22.532608865,114.569008786 22.54162523,114.578715101 22.5414093480001))"
114.583451708,22.5367930542,322,-1.0,"POLYGON ((114.588421298 22.5411928840001,114.588188013 22.5321767100001,114.578482444 22.532393079,114.578715101 22.5414093480001,114.588421298 22.5411928840001))"
114.593157531,22.5365763457,323,-1.0,"POLYGON ((114.598127376 22.5409758350001,114.597893463 22.5319597580001,114.588188013 22.5321767100001,114.588421298 22.5411928840001,114.598127376 22.5409758350001))"
